plot,treeno,species,logged,h2015,D,H,HCB,CL,grade,deadr,d/D,D2,BA individ,BA,QMD,MD,DH,S,CWE,CWW,CWS,CWN,quality,hurttyp,tree_type,coordinate_x,coordinate_y,subplotno,absx,absy,MT,cw
ZH-01,32,ºìËÉ,1,,6.8,4.9,1.5,3.4,,,0.413906781,46.24,0.00362984,4.555339,16.42882,14.41535,24.4,501,0.88,0.91,1.02,0.88,1,,,2.8,5.5,400,42.8,5.5,T,1.845
ZH-01,35,×õÊ÷,1,,8.4,14.4,3.8,10.6,,,0.511296612,70.56,0.00553896,4.555339,16.42882,14.41535,24.4,501,1.02,0.5,1.61,0.74,1,,,0.8,2.3,400,40.8,2.3,T,1.935
ZH-01,39,ÑîÊ÷,1,,11.6,21.9,15.6,6.3,,,0.706076273,134.56,0.01056296,4.555339,16.42882,14.41535,24.4,501,1.26,0.8,0.73,0.81,1,,,1.7,0.1,400,41.7,0.1,T,1.8
ZH-01,43,ÑîÊ÷,1,,12,27,17.9,9.1,,,0.730423731,144,0.011304,4.555339,16.42882,14.41535,24.4,501,1.43,1.09,1.11,0.58,1,,,4.5,3.7,400,44.5,3.7,T,2.105
ZH-01,46,ÑîÊ÷,1,,10,20.2,12.6,7.6,,,0.608686442,100,0.00785,4.555339,16.42882,14.41535,24.4,501,0.7,0.68,0.95,1.02,2,,,6,6.3,400,46,6.3,T,1.675
ZH-01,47,×õÊ÷,1,,5.9,6.6,1.9,4.7,5,,0.359125001,34.81,0.002732585,4.555339,16.42882,14.41535,24.4,501,0.641,1.063,1.286,0.517,5,,,4.5,7.9,400,44.5,7.9,T,1.7535
ZH-01,52,×õÊ÷,1,,9,11.3,1.9,9.4,,,0.547817798,81,0.0063585,4.555339,16.42882,14.41535,24.4,501,1.25,1.53,0.81,1.7,5,,,8.9,7.7,400,48.9,7.7,T,2.645
ZH-01,56,ÑîÊ÷,1,,12.4,12.4,8.9,3.5,,,0.754771189,153.76,0.01207016,4.555339,16.42882,14.41535,24.4,501,0.31,1.12,1.29,0.39,1,,,7.6,2,400,47.6,2,T,1.555
ZH-01,57,ºìËÉ,1,,8.1,4.9,1.7,3.2,,,0.493036018,65.61,0.005150385,4.555339,16.42882,14.41535,24.4,501,1.14,1.96,1.38,1.11,1,,,7.7,1,400,47.7,1,T,2.795
ZH-01,69,ÑîÊ÷,1,,13.3,12.6,10.5,2.1,,,0.809552969,176.89,0.013885865,4.555339,16.42882,14.41535,24.4,501,0.22,0,0.19,5.29,2,,,7.3,4,500,57.3,4,T,2.85
ZH-01,90,×õÊ÷,1,,13.2,10.1,3.3,6.8,,,0.803466104,174.24,0.01367784,4.555339,16.42882,14.41535,24.4,501,0.99,0.66,4.66,0,5,,,4.9,2.6,900,94.9,2.6,T,3.155
ZH-01,91,×õÊ÷,1,,25,17.4,2.6,14.8,1,,1.521716106,625,0.0490625,4.555339,16.42882,14.41535,24.4,501,4.351,1.335,2.263,0.657,1,,,6.1,1.4,900,96.1,1.4,T,4.303
ZH-01,94,×õÊ÷,1,,24.9,14.5,3,11.5,,,1.515629242,620.01,0.048670785,4.555339,16.42882,14.41535,24.4,501,5.23,0,2.35,0,5,,,7.1,3.6,900,97.1,3.6,T,3.79
ZH-01,96,ºìËÉ,1,,16.3,11,3.3,7.7,,,0.992158901,265.69,0.020856665,4.555339,16.42882,14.41535,24.4,501,1.97,1.75,1.93,1.45,1,,,7.1,2.6,900,97.1,2.6,T,3.55
ZH-01,98,ºìËÉ,1,,5.6,18.9,4.7,14.2,5,,0.340864408,31.36,0.00246176,4.555339,16.42882,14.41535,24.4,501,0.335,0.332,0.302,0,1,,,8.2,0.7,900,98.2,0.7,T,0.4845
ZH-01,103,×õÊ÷,1,,27.2,13.4,2.1,11.3,,,1.655627124,739.84,0.05807744,4.555339,16.42882,14.41535,24.4,501,1.77,3.09,1.72,2.47,1,,,1,1.8,901,91,11.8,T,4.525
ZH-01,104,×õÊ÷,1,,7,5.1,1.3,3.8,,,0.42608051,49,0.0038465,4.555339,16.42882,14.41535,24.4,501,1.03,2.14,1.24,1.37,5,,,0.2,3.8,901,90.2,13.8,T,2.89
ZH-01,106,ºìËÉ,1,,12,10.8,2.4,8.4,,,0.730423731,144,0.011304,4.555339,16.42882,14.41535,24.4,501,1.98,1.62,1.87,1.86,1,,,3.6,5,801,83.6,15,T,3.665
ZH-01,112,°×èë,1,,14.8,15.8,8.8,7,,,0.900855935,219.04,0.01719464,4.555339,16.42882,14.41535,24.4,501,1.55,2.61,2.27,0.7,5,,,1,8.9,801,81,18.9,T,3.565
ZH-01,116,°×èë,1,,8.6,12.3,5.5,6.8,,,0.523470341,73.96,0.00580586,4.555339,16.42882,14.41535,24.4,501,2.09,1.15,0.82,1.22,1,,,5.3,1.9,701,75.3,11.9,T,2.64
ZH-01,117,°×èë,1,,17.2,17.5,10.1,7.4,,,1.046940681,295.84,0.02322344,4.555339,16.42882,14.41535,24.4,501,1.78,1.17,1.3,1.62,1,,,6.1,2.6,701,76.1,12.6,T,2.935
ZH-01,119,°×èë,1,,8.5,11.1,6.4,4.7,,,0.517383476,72.25,0.005671625,4.555339,16.42882,14.41535,24.4,501,1.27,1.28,0.89,0.95,2,,,7.4,6.4,701,77.4,16.4,T,2.195
ZH-01,122,ºìËÉ,1,,5.4,5.2,1.4,3.8,,,0.328690679,29.16,0.00228906,4.555339,16.42882,14.41535,24.4,501,0.92,0.99,0.71,1.04,1,,,5.2,8.4,701,75.2,18.4,T,1.83
ZH-01,126,°×èë,1,,18.3,16.8,8.8,8,,,1.11389619,334.89,0.026288865,4.555339,16.42882,14.41535,24.4,501,1.49,1.38,2.45,0.84,1,,,2.5,7.6,701,72.5,17.6,T,3.08
ZH-01,129,°×èë,1,,10.9,10.2,5.6,4.6,,,0.663468222,118.81,0.009326585,4.555339,16.42882,14.41535,24.4,501,1.13,0.9,1.39,0,2,,,2.8,9.1,701,72.8,19.1,T,1.71
ZH-01,130,É«Ä¾,1,,5.4,7.2,1.5,5.7,,,0.328690679,29.16,0.00228906,4.555339,16.42882,14.41535,24.4,501,1.7,1.31,1.46,1.25,3,,,0.9,8.5,701,70.9,18.5,T,2.86
ZH-01,131,×õÊ÷,1,,30.5,15.8,1.7,14.1,,,1.85649365,930.25,0.073024625,4.555339,16.42882,14.41535,24.4,501,2.13,1.49,1.68,2.05,2,,,9.9,9.5,601,69.9,19.5,T,3.675
ZH-01,136,É«Ä¾,1,,5.9,7.1,0.9,6.2,,,0.359125001,34.81,0.002732585,4.555339,16.42882,14.41535,24.4,501,1.75,0.77,1.08,1.1,2,,,7.7,3.7,501,57.7,13.7,T,2.35
ZH-01,144,×õÊ÷,1,,8,8.6,3.3,5.3,,,0.486949154,64,0.005024,4.555339,16.42882,14.41535,24.4,501,1.47,1.19,1.64,0.86,2,,,5.5,7.8,501,55.5,17.8,T,2.58
ZH-01,146,×õÊ÷,1,,52.6,21.4,2.9,18.5,,,3.201690687,2766.76,0.21719066,4.555339,16.42882,14.41535,24.4,501,3.09,2.67,2.54,2.82,4,,,8.2,10,501,58.2,20,T,5.56
ZH-01,149,×õÊ÷,1,,12,8,3.2,4.8,,,0.730423731,144,0.011304,4.555339,16.42882,14.41535,24.4,501,1.45,1.52,1.63,1.55,1,,,2.4,3.7,501,52.4,13.7,T,3.075
ZH-01,151,×õÊ÷,1,,24.1,16.8,3.7,13.1,,,1.466934326,580.81,0.045593585,4.555339,16.42882,14.41535,24.4,501,1.15,3.5,1.67,1.09,5,,,1.3,0.6,501,51.3,10.6,T,3.705
ZH-01,161,°×èë,1,,11.6,16.6,2.4,14.2,,,0.706076273,134.56,0.01056296,4.555339,16.42882,14.41535,24.4,501,1,1.55,1.79,1.17,1,,,3.8,8.1,401,43.8,18.1,T,2.755
ZH-01,166,ºìËÉ,1,,9.6,5.2,1.8,3.4,,,0.584338985,92.16,0.00723456,4.555339,16.42882,14.41535,24.4,501,1.32,1.19,1.54,1.21,1,,,1.4,7.7,401,41.4,17.7,T,2.63
ZH-01,167,ÑîÊ÷,1,,15.7,17.8,12.5,5.3,,,0.955637715,246.49,0.019349465,4.555339,16.42882,14.41535,24.4,501,1.49,1.4,1.58,0.88,1,,,0.3,7,401,40.3,17,T,2.675
ZH-01,170,×õÊ÷,1,,5.5,7.8,1.3,6.5,,,0.334777543,30.25,0.002374625,4.555339,16.42882,14.41535,24.4,501,1.13,1.01,1.38,0.88,2,,,2.3,5.8,401,42.3,15.8,T,2.2
ZH-01,176,°×èë,1,,17.3,17.3,15.1,2.2,,,1.053027545,299.29,0.023494265,4.555339,16.42882,14.41535,24.4,501,1.07,2.68,2.27,0.93,1,,,9.9,3.2,301,39.9,13.2,T,3.475
ZH-01,178,ÑîÊ÷,1,,9.9,15.4,12.1,3.3,,,0.602599578,98.01,0.007693785,4.555339,16.42882,14.41535,24.4,501,1.1,0.54,0.74,0.41,1,,,1,1.6,401,41,11.6,T,1.395
ZH-01,186,É«Ä¾,1,,8.9,11.3,1.1,10.2,,,0.541730934,79.21,0.006217985,4.555339,16.42882,14.41535,24.4,501,1.54,1.92,1.51,1.56,1,,,3.6,1.1,301,33.6,11.1,T,3.265
ZH-01,200,×õÊ÷,1,,20.4,13.6,5.2,8.4,,,1.241720343,416.16,0.03266856,4.555339,16.42882,14.41535,24.4,501,1.57,1.01,1.29,1.12,2,,,1.1,5.8,102,11.1,25.8,T,2.495
ZH-01,203,×õÊ÷,1,,20.5,12.4,2.3,10.1,,,1.247807207,420.25,0.032989625,4.555339,16.42882,14.41535,24.4,501,2.21,1.01,1.73,1.06,2,,,5.1,6.1,102,15.1,26.1,T,3.005
ZH-01,205,É«Ä¾,1,,7.9,9.1,1.9,7.2,,,0.48086229,62.41,0.004899185,4.555339,16.42882,14.41535,24.4,501,2.36,0.83,3.33,0.91,1,,,6.8,1.1,102,16.8,21.1,T,3.715
ZH-01,220,ºìËÉ,1,,6.1,4.1,2,2.1,,,0.37129873,37.21,0.002920985,4.555339,16.42882,14.41535,24.4,501,1.16,1.11,1.16,0.83,1,,,3.4,1.9,402,43.4,21.9,T,2.13
ZH-01,224,×õÊ÷,1,,41.4,18.9,7.6,11.3,,,2.519961872,1713.96,0.13454586,4.555339,16.42882,14.41535,24.4,501,3.46,1.51,1.09,2.15,1,,,5.5,4.9,402,45.5,24.9,T,4.105
ZH-01,227,×õÊ÷,1,,18.8,18.8,5.4,13.4,,,1.144330512,353.44,0.02774504,4.555339,16.42882,14.41535,24.4,501,1.29,2.14,0.69,1.05,2,,,4,7.1,402,44,27.1,T,2.585
ZH-01,234,é²Ê÷,1,,21.1,15.2,1.5,13.7,,,1.284328394,445.21,0.034948985,4.555339,16.42882,14.41535,24.4,501,2.27,1.65,2.41,1.23,1,,,4,9.4,602,64,29.4,T,3.78
ZH-01,236,×õÊ÷,1,,27.5,19.3,2.8,16.5,,,1.673887717,756.25,0.059365625,4.555339,16.42882,14.41535,24.4,501,2.01,0.75,2,0.89,5,,,5.4,6.9,602,65.4,26.9,T,2.825
ZH-01,238,×õÊ÷,1,,32,19.9,4.1,15.8,,,1.947796616,1024,0.080384,4.555339,16.42882,14.41535,24.4,501,1.76,2.57,4.06,1.44,5,,,0.3,0.3,602,60.3,20.3,T,4.915
ZH-01,242,ºìËÉ,1,,10.8,5.2,2.1,3.1,,,0.657381358,116.64,0.00915624,4.555339,16.42882,14.41535,24.4,501,2.2,2.6,2.4,2.6,1,,,2.7,1.9,702,72.7,21.9,T,4.9
ZH-01,247,ÑîÊ÷,1,,17.3,11.9,10,1.9,,,1.053027545,299.29,0.023494265,4.555339,16.42882,14.41535,24.4,501,3,1.8,1.1,1,1,,,4.7,9.4,802,84.7,29.4,T,3.45
ZH-01,252,ÑîÊ÷,1,,15.9,14.2,11,3.2,,,0.967811444,252.81,0.019845585,4.555339,16.42882,14.41535,24.4,501,1,1.2,0.8,1.5,1,,,3.1,2.5,802,83.1,22.5,T,2.25
ZH-01,253,ÑîÊ÷,1,,18.3,14.5,10,4.5,,,1.11389619,334.89,0.026288865,4.555339,16.42882,14.41535,24.4,501,1.8,3,2.5,0.5,1,,,4.3,3,802,84.3,23,T,3.9
ZH-01,254,ÑîÊ÷,1,,20.9,13.2,9.1,4.1,,,1.272154665,436.81,0.034289585,4.555339,16.42882,14.41535,24.4,501,2.9,3,3,0.5,1,,,4.8,0.9,802,84.8,20.9,T,4.7
ZH-01,257,ºìËÉ,1,,7.6,4.8,2.2,2.6,,,0.462601696,57.76,0.00453416,4.555339,16.42882,14.41535,24.4,501,2,1.2,1.8,1.9,1,,,5.9,2.5,802,85.9,22.5,T,3.45
ZH-01,266,ºìËÉ,1,,16,7.3,2.1,5.2,,,0.973898308,256,0.020096,4.555339,16.42882,14.41535,24.4,501,2.2,2.4,1.9,1.6,1,,,5.7,1.9,903,95.7,31.9,T,4.05
ZH-01,269,É«Ä¾,1,,6.8,7.3,2.5,4.8,,,0.413906781,46.24,0.00362984,4.555339,16.42882,14.41535,24.4,501,2.2,0,3.2,0.9,1,,,2.2,6.7,903,92.2,36.7,T,3.15
ZH-01,272,ÑîÊ÷,1,,13.2,15.1,12.2,2.9,,,0.803466104,174.24,0.01367784,4.555339,16.42882,14.41535,24.4,501,1.5,1.8,1.4,1.2,1,,,4.6,5,803,84.6,35,T,2.95
ZH-01,273,ÑîÊ÷,1,,12.7,16.3,13.1,3.2,,,0.773031782,161.29,0.012661265,4.555339,16.42882,14.41535,24.4,501,1.5,2,1.1,1.8,1,,,4.1,7.9,803,84.1,37.9,T,3.2
ZH-01,280,ÑîÊ÷,1,,10.5,15.3,12.1,3.2,,,0.639120765,110.25,0.008654625,4.555339,16.42882,14.41535,24.4,501,1.5,1.2,1.4,1.2,1,,,2.1,2.9,803,82.1,32.9,T,2.65
ZH-01,283,ÑîÊ÷,1,,9.9,14.1,10.4,3.7,,,0.602599578,98.01,0.007693785,4.555339,16.42882,14.41535,24.4,501,0,1.2,0.9,1,1,,,0.9,1.2,803,80.9,31.2,T,1.55
ZH-01,296,é²Ê÷,1,,22.6,14.3,2.1,12.2,,,1.37563136,510.76,0.04009466,4.555339,16.42882,14.41535,24.4,501,2,1.5,2.2,2.4,1,,,5.1,1.4,403,45.1,31.4,T,4.05
ZH-01,300,×õÊ÷,1,,30.5,14.7,5,9.7,,,1.85649365,930.25,0.073024625,4.555339,16.42882,14.41535,24.4,501,3.6,5.5,4.6,5.8,3,,,5.5,7.3,503,55.5,37.3,T,9.75
ZH-01,303,°×èë,1,,12,13.1,9,4.1,,,0.730423731,144,0.011304,4.555339,16.42882,14.41535,24.4,501,2,3.1,1.4,1.8,1,,,8.8,5,403,48.8,35,T,4.15
ZH-01,308,×õÊ÷,1,,22.6,15,4.8,10.2,,,1.37563136,510.76,0.04009466,4.555339,16.42882,14.41535,24.4,501,4.2,2,3.4,3.8,4,,,6,0.8,303,36,30.8,T,6.7
ZH-01,317,°×èë,1,,17.1,15.5,10.1,5.4,,,1.040853817,292.41,0.022954185,4.555339,16.42882,14.41535,24.4,501,2.2,1.8,1.8,3.6,,,,3,5.5,303,33,35.5,T,4.7
ZH-01,321,É«Ä¾,1,,5.1,13.9,10.1,3.8,,,0.310430086,26.01,0.002041785,4.555339,16.42882,14.41535,24.4,501,2.4,2.2,1.2,1.6,2,,,3,8.8,303,33,38.8,T,3.7
ZH-01,338,ºìËÉ,1,,12.3,8,2.4,5.6,,,0.748684324,151.29,0.011876265,4.555339,16.42882,14.41535,24.4,501,2.1,1.8,2.1,1.6,,,,7.8,8.3,3,7.8,38.3,T,3.8
ZH-01,342,ºìËÉ,1,,5.4,3.8,0.8,3,,,0.328690679,29.16,0.00228906,4.555339,16.42882,14.41535,24.4,501,0.6,1,0.8,0.4,5,,,1,1.4,4,1,41.4,T,1.4
ZH-01,343,×õÊ÷,1,,11.1,5.3,1.5,3.8,,1,0.675641951,123.21,0.009671985,4.555339,16.42882,14.41535,24.4,501,0,5,0,1.7,5,,,0.4,1.9,4,0.4,41.9,T,3.35
ZH-01,345,×õÊ÷,1,,15.5,9,5,4,,,0.943463986,240.25,0.018859625,4.555339,16.42882,14.41535,24.4,501,2.4,1.5,3.2,0,2,,,4.6,0.3,4,4.6,40.3,T,3.55
ZH-01,353,É«Ä¾,1,,15.5,9.5,4.3,5.2,,,0.943463986,240.25,0.018859625,4.555339,16.42882,14.41535,24.4,501,4,3.8,2.1,4.2,1,,,0.3,7.9,104,10.3,47.9,T,7.05
ZH-01,358,ºìËÉ,1,,11.7,8.2,1.7,6.5,,,0.712163138,136.89,0.010745865,4.555339,16.42882,14.41535,24.4,501,2,2.4,1.6,1.8,1,,,1.2,5.8,204,21.2,45.8,T,3.9
ZH-01,360,×õÊ÷,1,,32.6,16.3,5,11.3,1,,1.984317802,1062.76,0.08342666,4.555339,16.42882,14.41535,24.4,501,6,1.5,2.6,4.2,1,,,3.7,4.8,204,23.7,44.8,T,7.15
ZH-01,361,ÑîÊ÷,1,,19.9,13.7,9,4.7,,,1.211286021,396.01,0.031086785,4.555339,16.42882,14.41535,24.4,501,3.6,1,2.8,2.2,2,,,6.6,8.9,204,26.6,48.9,T,4.8
ZH-01,363,É«Ä¾,1,,16.5,9.7,4,5.7,,,1.00433263,272.25,0.021371625,4.555339,16.42882,14.41535,24.4,501,2,4.2,1.8,4.8,2,,,0.8,6.4,304,30.8,46.4,T,6.4
ZH-01,365,ÑîÊ÷,1,,17.5,15.1,10,5.1,,,1.065201274,306.25,0.024040625,4.555339,16.42882,14.41535,24.4,501,1.5,2.6,2,2.4,1,,,6.3,7.8,304,36.3,47.8,T,4.25
ZH-01,366,ÑîÊ÷,1,,15.5,14.9,9,5.9,,,0.943463986,240.25,0.018859625,4.555339,16.42882,14.41535,24.4,501,2,2.1,2.4,1.2,1,,,7.1,7.7,304,37.1,47.7,T,3.85
ZH-01,368,ÑîÊ÷,1,,16.7,14.1,10,4.1,,,1.016506359,278.89,0.021892865,4.555339,16.42882,14.41535,24.4,501,2,3.1,1.6,1.8,1,,,6.1,5.6,304,36.1,45.6,T,4.25
ZH-01,378,°×èë,1,,22,15.1,8,7.1,1,,1.339110173,484,0.037994,4.555339,16.42882,14.41535,24.4,501,3,4.1,2.8,3.4,1,,,3.8,7.7,404,43.8,47.7,T,6.65
ZH-01,379,°×èë,1,,10.5,12.1,9,3.1,,,0.639120765,110.25,0.008654625,4.555339,16.42882,14.41535,24.4,501,1.5,0.8,1.2,2.4,1,,,2,9.1,404,42,49.1,T,2.95
ZH-01,382,°×èë,1,,12,11.2,9,2.2,,,0.730423731,144,0.011304,4.555339,16.42882,14.41535,24.4,501,2.4,1.5,1.3,1.1,1,,,8.4,5.5,404,48.4,45.5,T,3.15
ZH-01,384,°×èë,1,,20.3,17.2,9,8.2,1,,1.235633478,412.09,0.032349065,4.555339,16.42882,14.41535,24.4,501,2,1.5,2.6,1.8,1,,,7,4.5,404,47,44.5,T,3.95
ZH-01,387,É«Ä¾,1,,11.2,11,2.5,8.5,,,0.681728816,125.44,0.00984704,4.555339,16.42882,14.41535,24.4,501,1,4.2,1.2,3.2,5,,,7,2,404,47,42,T,4.8
ZH-01,388,°×èë,1,,27.9,15.1,8,7.1,1,,1.698235175,778.41,0.061105185,4.555339,16.42882,14.41535,24.4,501,4,3.1,4.2,3.8,1,,,7.4,2,404,47.4,42,T,7.55
ZH-01,389,é²Ê÷,1,,16.3,13.7,5,8.7,,,0.992158901,265.69,0.020856665,4.555339,16.42882,14.41535,24.4,501,3.8,5.5,5.2,2.3,2,,,3.4,2.3,504,53.4,42.3,T,8.4
ZH-01,391,×õÊ÷,1,,21.9,13.2,7,6.2,,,1.333023309,479.61,0.037649385,4.555339,16.42882,14.41535,24.4,501,1,2,1.1,1.8,5,,,6.3,6.7,504,56.3,46.7,T,2.95
ZH-01,397,×õÊ÷,1,,20.6,15.1,4,11.1,,,1.253894072,424.36,0.03331226,4.555339,16.42882,14.41535,24.4,501,1.2,1,2.1,1.8,5,,,9,7.2,504,59,47.2,T,3.05
ZH-01,398,×õÊ÷,1,,19.8,14.1,7.8,6.3,1,,1.205199156,392.04,0.03077514,4.555339,16.42882,14.41535,24.4,501,0.5,4,4.2,1.2,1,,,0.4,5.2,604,60.4,45.2,T,4.95
ZH-01,406,ÑîÊ÷,1,,11.5,12.1,9,3.1,,,0.699989409,132.25,0.010381625,4.555339,16.42882,14.41535,24.4,501,1.2,2,0.9,1.1,1,,,9.1,8.9,604,69.1,48.9,T,2.6
ZH-01,415,×õÊ÷,1,,31.5,15.2,3.2,12,1,,1.917362294,992.25,0.077891625,4.555339,16.42882,14.41535,24.4,501,0.2,5.2,2.6,4.2,5,,,5.8,9.2,704,75.8,49.2,T,6.1
ZH-01,419,ÑîÊ÷,1,,12.4,12.7,8.9,3.8,,,0.754771189,153.76,0.01207016,4.555339,16.42882,14.41535,24.4,501,3,0,1.2,1.4,1,,,9.5,2,704,79.5,42,T,2.8
ZH-01,422,É«Ä¾,1,,5.8,6.2,3,3.2,,,0.353038137,33.64,0.00264074,4.555339,16.42882,14.41535,24.4,501,2,0.3,2.2,1.9,1,,,0.6,6.9,804,80.6,46.9,T,3.2
ZH-01,428,×õÊ÷,1,,13.1,12.3,5.2,7.1,,,0.79737924,171.61,0.013471385,4.555339,16.42882,14.41535,24.4,501,4.1,2.2,1.8,2,2,,,6,9.4,804,86,49.4,T,5.05
ZH-01,435,ÂäÒ¶ËÉ,1,,5.1,4,1.8,2.2,,,0.310430086,26.01,0.002041785,4.555339,16.42882,14.41535,24.4,501,0.2,1.5,1,0.9,1,,,1.7,1.6,904,91.7,41.6,T,1.8
ZH-01,440,ºìËÉ,1,,11.9,7.3,2,5.3,,,0.724336867,141.61,0.011116385,4.555339,16.42882,14.41535,24.4,501,1.9,1.8,1.6,1.8,1,,,1.8,6.2,904,91.8,46.2,T,3.55
ZH-01,443,×õÊ÷,1,,22.9,16.2,1.7,14.5,,,1.393891953,524.41,0.041166185,4.555339,16.42882,14.41535,24.4,501,4.6,0.6,2.1,1.2,1,,,7,1.1,904,97,41.1,T,4.25
ZH-01,444,×õÊ÷,1,,16.1,12.1,3.5,8.6,,,0.979985172,259.21,0.020347985,4.555339,16.42882,14.41535,24.4,501,2.5,1.3,2.6,1.7,5,,,8,4.5,904,98,44.5,T,4.05
ZH-01,447,×õÊ÷,1,,9.6,9,4.2,4.8,,,0.584338985,92.16,0.00723456,4.555339,16.42882,14.41535,24.4,501,1.1,1,1,0.9,2,10,,7.5,9.4,904,97.5,49.4,T,2
ZH-01,448,É«Ä¾,1,,6.8,7.2,1.7,5.5,,,0.413906781,46.24,0.00362984,4.555339,16.42882,14.41535,24.4,501,1.9,2.1,2.6,1.2,1,,,8.5,1.4,905,98.5,51.4,T,3.9
ZH-01,451,°×èë,1,,29.2,15.9,7.2,8.7,1,,1.777364412,852.64,0.06693224,4.555339,16.42882,14.41535,24.4,501,4.2,3.5,2,2.6,2,,,5.8,1,905,95.8,51,T,6.15
ZH-01,456,×õÊ÷,1,,16,10.2,4,6.2,,,0.973898308,256,0.020096,4.555339,16.42882,14.41535,24.4,501,2.1,2.2,1,0.9,2,,,8.7,4.9,905,98.7,54.9,T,3.1
ZH-01,462,×õÊ÷,1,,12.3,7.5,4.3,3.2,,,0.748684324,151.29,0.011876265,4.555339,16.42882,14.41535,24.4,501,1.5,1.2,2.1,1.5,1,,,4.8,8,905,94.8,58,T,3.15
ZH-01,464,×õÊ÷,1,,25.5,17.3,2.2,15.1,,,1.552150428,650.25,0.051044625,4.555339,16.42882,14.41535,24.4,501,0.3,5.8,4.2,1.8,2,,,3.3,7.2,905,93.3,57.2,T,6.05
ZH-01,465,×õÊ÷,1,,22.2,12.3,8,4.3,,,1.351283902,492.84,0.03868794,4.555339,16.42882,14.41535,24.4,501,2.4,2,1.8,3.2,1,,,4.7,9,905,94.7,59,T,4.7
ZH-01,476,ÑîÊ÷,1,,11.1,11.3,10.2,1.1,,,0.675641951,123.21,0.009671985,4.555339,16.42882,14.41535,24.4,501,1.6,1.3,1.2,0,1,,,2.8,0.7,805,82.8,50.7,T,2.05
ZH-01,483,ºìËÉ,1,,11.2,9.3,2,7.3,,,0.681728816,125.44,0.00984704,4.555339,16.42882,14.41535,24.4,501,2.2,1.8,2,1.6,1,,,8.8,7.6,705,78.8,57.6,T,3.8
ZH-01,486,ºìËÉ,1,,5.9,4,1.5,2.5,,,0.359125001,34.81,0.002732585,4.555339,16.42882,14.41535,24.4,501,1.6,1.7,1.2,1,1,,,3.2,2.8,705,73.2,52.8,T,2.75
ZH-01,490,ºìËÉ,1,,8.5,6.3,2.3,4,,,0.517383476,72.25,0.005671625,4.555339,16.42882,14.41535,24.4,501,1.8,2,1,2.3,1,,,0.6,4.5,705,70.6,54.5,T,3.55
ZH-01,495,é²Ê÷,1,,9,7.2,3,4.2,,,0.547817798,81,0.0063585,4.555339,16.42882,14.41535,24.4,501,1.4,1.8,1.2,1.3,2,,,3,5.1,705,73,55.1,T,2.85
