ID,D0,D1,E,VC,VH,CD,BA,D01,D02,BAL,DBA,DG,RD,SH,树种名,林层,坡向,坡位,土壤名,土壤厚度,腐殖厚度,群落结构,
1,14.2,14.4,1016,50,0.2,0.5,0.263812333,0.070422535,201.64,2578.516386,53.82614156,10.45191063,1.358603273,1,臭松,复林层主,西南坡,上坡,暗棕壤,中,中,完整结构,
1,16.1,22.4,1016,50,0.2,0.5,0.339133083,0.062111801,259.21,2380.296049,47.47398821,10.45191063,1.540388218,1,椴树,复林层主,西南坡,上坡,暗棕壤,中,中,完整结构,
1,22.8,35.6,1016,50,0.2,0.5,0.680124,0.043859649,519.84,1693.451468,33.52329869,10.45191063,2.18141934,1,色树,复林层主,西南坡,上坡,暗棕壤,中,中,完整结构,
1,32.1,39.2,1016,50,0.2,0.5,1.34811975,0.031152648,1030.41,873.6728412,23.81094113,10.45191063,3.071208808,1,红松,复林层主,西南坡,上坡,暗棕壤,中,中,完整结构,
7,5.4,0,939.134,30,0.3,0.7,0.038151,0.185185185,29.16,3355.818454,141.5428167,15.84767139,0.340744067,0,枫桦,单林层,南坡,中坡,暗棕壤,中,中,完整结构,
7,5.7,0,939.134,30,0.3,0.7,0.04250775,0.175438596,32.49,3337.766057,134.0931948,15.84767139,0.359674293,0,榆树,单林层,南坡,中坡,暗棕壤,中,中,完整结构,
7,7.8,0,939.134,30,0.3,0.7,0.079599,0.128205128,60.84,3181.971556,97.99118079,15.84767139,0.492185874,0,杂木,单林层,南坡,中坡,暗棕壤,中,中,完整结构,
7,8.5,0,939.134,30,0.3,0.7,0.094527083,0.117647059,72.25,3121.377183,89.92131885,15.84767139,0.536356402,0,杂木,单林层,南坡,中坡,暗棕壤,中,中,完整结构,
7,5.6,6.8,939.134,30,0.3,0.7,0.041029333,0.178571429,31.36,3343.419588,136.4877161,15.84767139,0.353364217,1,色树,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,6.1,7.1,939.134,30,0.3,0.7,0.048683083,0.163934426,37.21,3311.434959,125.3001984,15.84767139,0.384914594,1,红松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,6.7,7.4,939.134,30,0.3,0.7,0.058731083,0.149253731,44.89,3269.891032,114.0792851,15.84767139,0.422775046,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,6.8,7.8,939.134,30,0.3,0.7,0.060497333,0.147058824,46.24,3261.360908,112.4016486,15.84767139,0.429085121,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,7,7.9,939.134,30,0.3,0.7,0.064108333,0.142857143,49,3246.118119,109.1901729,15.84767139,0.441705272,1,榆树,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,7.2,8,939.134,30,0.3,0.7,0.067824,0.138888889,51.84,3231.556997,106.1571125,15.84767139,0.454325422,1,枫桦,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,7.2,8.1,939.134,30,0.3,0.7,0.067824,0.138888889,51.84,3231.556997,106.1571125,15.84767139,0.454325422,1,色树,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,7.7,9.2,939.134,30,0.3,0.7,0.077571083,0.12987013,59.29,3191.20504,99.26379353,15.84767139,0.485875799,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,7.8,8.7,939.134,30,0.3,0.7,0.079599,0.128205128,60.84,3181.971556,97.99118079,15.84767139,0.492185874,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,8,9.8,939.134,30,0.3,0.7,0.083733333,0.125,64,3165.156751,95.54140127,15.84767139,0.504806025,1,色树,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,8.1,8.4,939.134,30,0.3,0.7,0.08583975,0.12345679,65.61,3156.401097,94.3618778,15.84767139,0.5111161,1,红松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,8.8,12.7,939.134,30,0.3,0.7,0.101317333,0.113636364,77.44,3094.186563,86.85581934,15.84767139,0.555286627,1,杂木,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,9.2,9.3,939.134,30,0.3,0.7,0.110737333,0.108695652,84.64,3056.660697,83.07947937,15.84767139,0.580526929,1,红松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,9.4,17.5,939.134,30,0.3,0.7,0.115604333,0.106382979,88.36,3036.330231,81.31183087,15.84767139,0.593147079,1,臭松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,9.7,12,939.134,30,0.3,0.7,0.123101083,0.103092784,94.09,3006.324626,78.79703198,15.84767139,0.612077305,1,枫桦,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,9.9,10.6,939.134,30,0.3,0.7,0.12822975,0.101010101,98.01,2988.599274,77.20517275,15.84767139,0.624697456,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,10.5,17.6,939.134,30,0.3,0.7,0.14424375,0.095238095,110.25,2936.773548,72.79344859,15.84767139,0.662557908,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,10.7,13,939.134,30,0.3,0.7,0.149791083,0.093457944,114.49,2921.786773,71.43282338,15.84767139,0.675178058,1,臭松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,10.7,14.6,939.134,30,0.3,0.7,0.149791083,0.093457944,114.49,2921.786773,71.43282338,15.84767139,0.675178058,1,榆树,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,12.7,13.2,939.134,30,0.3,0.7,0.211021083,0.078740157,161.29,2724.674856,60.18355986,15.84767139,0.801379565,1,杂木,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,12.8,13.7,939.134,30,0.3,0.7,0.214357333,0.078125,163.84,2714.600061,59.7133758,15.84767139,0.80768964,1,红松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,13.3,14.5,939.134,30,0.3,0.7,0.231431083,0.07518797,176.89,2669.019952,57.46851204,15.84767139,0.839240017,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,13.9,16.1,939.134,30,0.3,0.7,0.252783083,0.071942446,193.21,2608.455789,54.98785685,15.84767139,0.877100468,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,14,14,939.134,30,0.3,0.7,0.256433333,0.071428571,196,2599.993489,54.59508644,15.84767139,0.883410544,1,枫桦,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,14.5,17,939.134,30,0.3,0.7,0.275077083,0.068965517,210.25,2550.270569,52.71249725,15.84767139,0.91496092,1,臭松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,15.4,21.2,939.134,30,0.3,0.7,0.310284333,0.064935065,237.16,2456.314023,49.63189677,15.84767139,0.971751598,1,榆树,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,17.5,23.3,939.134,30,0.3,0.7,0.400677083,0.057142857,306.25,2239.125339,43.67606915,15.84767139,1.10426318,1,色树,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,17.6,20,939.134,30,0.3,0.7,0.405269333,0.056818182,309.76,2227.777798,43.42790967,15.84767139,1.110573255,1,红松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,17.6,18.7,939.134,30,0.3,0.7,0.405269333,0.056818182,309.76,2227.777798,43.42790967,15.84767139,1.110573255,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,17.9,20.6,939.134,30,0.3,0.7,0.419203083,0.055865922,320.41,2196.710572,42.70006761,15.84767139,1.129503481,1,色树,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,18.2,20.8,939.134,30,0.3,0.7,0.433372333,0.054945055,331.24,2163.715413,41.99622034,15.84767139,1.148433707,1,红松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,21,23.9,939.134,30,0.3,0.7,0.576975,0.047619048,441,1873.296904,36.39672429,15.84767139,1.325115816,1,红松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,22,26.3,939.134,30,0.3,0.7,0.633233333,0.045454545,484,1777.788453,34.74232774,15.84767139,1.388216569,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,23.2,25.3,939.134,30,0.3,0.7,0.704197333,0.043103448,538.24,1658.628135,32.94531078,15.84767139,1.463937472,1,杂木,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,23.5,26.8,939.134,30,0.3,0.7,0.722527083,0.042553191,552.25,1624.155253,32.52473235,15.84767139,1.482867698,1,枫桦,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,24.5,26.6,939.134,30,0.3,0.7,0.785327083,0.040816327,600.25,1516.657261,31.19719225,15.84767139,1.545968451,1,色树,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,28.1,31.8,939.134,30,0.3,0.7,1.033073083,0.035587189,789.61,1177.63171,27.20039894,15.84767139,1.773131163,1,枫桦,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,28.5,33.8,939.134,30,0.3,0.7,1.06269375,0.035087719,812.25,1143.996841,26.81863895,15.84767139,1.798371464,1,臭松,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,31.3,34.3,939.134,30,0.3,0.7,1.281761083,0.031948882,979.69,938.3967584,24.41952748,15.84767139,1.975053573,1,枫桦,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,33.6,39.4,939.134,30,0.3,0.7,1.477056,0.029761905,1128.96,772.224753,22.74795268,15.84767139,2.120185305,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,43.2,47,939.134,30,0.3,0.7,2.441664,0.023148148,1866.24,326.2173213,17.69285209,15.84767139,2.725952535,1,云杉,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
7,51.7,52.4,939.134,30,0.3,0.7,3.497031083,0.01934236,2672.89,112.5388168,14.78396925,15.84767139,3.262308936,1,色树,复林层主,南坡,中坡,暗棕壤,中,中,完整结构,
11,6.8,0,700,50,0.2,0.9,0.060497333,0.147058824,46.24,3261.360908,112.4016486,11.74367076,0.579035307,0,柞树,单林层,西坡,下坡,暗棕壤,中,中,完整结构,
11,6.8,0,700,50,0.2,0.9,0.060497333,0.147058824,46.24,3261.360908,112.4016486,11.74367076,0.579035307,0,柞树,单林层,西坡,下坡,暗棕壤,中,中,完整结构,
11,6.9,0,700,50,0.2,0.9,0.06228975,0.144927536,47.61,3254.259877,110.7726392,11.74367076,0.587550532,0,柞树,单林层,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.3,0,700,50,0.2,0.9,0.069721083,0.136986301,53.29,3223.957399,104.7029055,11.74367076,0.621611432,0,柞树,单林层,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.9,0,700,50,0.2,0.9,0.081653083,0.126582278,62.41,3174.786084,96.7507861,11.74367076,0.672702783,0,柞树,单林层,西坡,下坡,暗棕壤,中,中,完整结构,
11,8.5,0,700,50,0.2,0.9,0.094527083,0.117647059,72.25,3121.377183,89.92131885,11.74367076,0.723794134,0,柞树,单林层,西坡,下坡,暗棕壤,中,中,完整结构,
11,11.5,0,700,50,0.2,0.9,0.173027083,0.086956522,132.25,2841.453235,66.46358349,11.74367076,0.979250887,0,柞树,单林层,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.1,6.5,700,50,0.2,0.9,0.03402975,0.196078431,26.01,3370.527941,149.8688647,11.74367076,0.43427648,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.1,5.8,700,50,0.2,0.9,0.03402975,0.196078431,26.01,3370.527941,149.8688647,11.74367076,0.43427648,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.3,6.8,700,50,0.2,0.9,0.036751083,0.188679245,28.09,3361.00699,144.2134359,11.74367076,0.45130693,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.3,7.7,700,50,0.2,0.9,0.036751083,0.188679245,28.09,3361.00699,144.2134359,11.74367076,0.45130693,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.5,6.5,700,50,0.2,0.9,0.039577083,0.181818182,30.25,3349.327812,138.9693109,11.74367076,0.468337381,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.5,5.8,700,50,0.2,0.9,0.039577083,0.181818182,30.25,3349.327812,138.9693109,11.74367076,0.468337381,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.6,9.3,700,50,0.2,0.9,0.041029333,0.178571429,31.36,3343.419588,136.4877161,11.74367076,0.476852606,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.7,6.8,700,50,0.2,0.9,0.04250775,0.175438596,32.49,3337.766057,134.0931948,11.74367076,0.485367831,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.7,7.3,700,50,0.2,0.9,0.04250775,0.175438596,32.49,3337.766057,134.0931948,11.74367076,0.485367831,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.7,6.4,700,50,0.2,0.9,0.04250775,0.175438596,32.49,3337.766057,134.0931948,11.74367076,0.485367831,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.7,5.9,700,50,0.2,0.9,0.04250775,0.175438596,32.49,3337.766057,134.0931948,11.74367076,0.485367831,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,5.8,6.1,700,50,0.2,0.9,0.044012333,0.172413793,33.64,3330.944146,131.7812431,11.74367076,0.493883056,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,6.1,8.1,700,50,0.2,0.9,0.048683083,0.163934426,37.21,3311.434959,125.3001984,11.74367076,0.519428731,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,6.4,10.4,700,50,0.2,0.9,0.053589333,0.15625,40.96,3292.018861,119.4267516,11.74367076,0.544974406,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,6.5,6.9,700,50,0.2,0.9,0.055277083,0.153846154,42.25,3285.385611,117.589417,11.74367076,0.553489632,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,6.8,7.2,700,50,0.2,0.9,0.060497333,0.147058824,46.24,3261.360908,112.4016486,11.74367076,0.579035307,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,6.8,7,700,50,0.2,0.9,0.060497333,0.147058824,46.24,3261.360908,112.4016486,11.74367076,0.579035307,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,6.8,6.9,700,50,0.2,0.9,0.060497333,0.147058824,46.24,3261.360908,112.4016486,11.74367076,0.579035307,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,6.9,8.7,700,50,0.2,0.9,0.06228975,0.144927536,47.61,3254.259877,110.7726392,11.74367076,0.587550532,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,6.9,7.3,700,50,0.2,0.9,0.06228975,0.144927536,47.61,3254.259877,110.7726392,11.74367076,0.587550532,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7,8.6,700,50,0.2,0.9,0.064108333,0.142857143,49,3246.118119,109.1901729,11.74367076,0.596065757,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7,8.4,700,50,0.2,0.9,0.064108333,0.142857143,49,3246.118119,109.1901729,11.74367076,0.596065757,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.1,9.4,700,50,0.2,0.9,0.065953083,0.14084507,50.41,3238.203749,107.6522831,11.74367076,0.604580982,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.1,9.3,700,50,0.2,0.9,0.065953083,0.14084507,50.41,3238.203749,107.6522831,11.74367076,0.604580982,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.2,9,700,50,0.2,0.9,0.067824,0.138888889,51.84,3231.556997,106.1571125,11.74367076,0.613096207,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.3,8.5,700,50,0.2,0.9,0.069721083,0.136986301,53.29,3223.957399,104.7029055,11.74367076,0.621611432,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.4,7.9,700,50,0.2,0.9,0.071644333,0.135135135,54.76,3215.789945,103.2880014,11.74367076,0.630126657,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.5,7.7,700,50,0.2,0.9,0.07359375,0.133333333,56.25,3207.768226,101.910828,11.74367076,0.638641883,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.5,7.7,700,50,0.2,0.9,0.07359375,0.133333333,56.25,3207.768226,101.910828,11.74367076,0.638641883,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.5,7.9,700,50,0.2,0.9,0.07359375,0.133333333,56.25,3207.768226,101.910828,11.74367076,0.638641883,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.6,10.1,700,50,0.2,0.9,0.075569333,0.131578947,57.76,3200.51357,100.5698961,11.74367076,0.647157108,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.7,7.8,700,50,0.2,0.9,0.077571083,0.12987013,59.29,3191.20504,99.26379353,11.74367076,0.655672333,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,7.7,8.2,700,50,0.2,0.9,0.077571083,0.12987013,59.29,3191.20504,99.26379353,11.74367076,0.655672333,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,8,8.7,700,50,0.2,0.9,0.083733333,0.125,64,3165.156751,95.54140127,11.74367076,0.681218008,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,8.1,9.8,700,50,0.2,0.9,0.08583975,0.12345679,65.61,3156.401097,94.3618778,11.74367076,0.689733233,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,8.3,10.5,700,50,0.2,0.9,0.090131083,0.120481928,68.89,3138.395382,92.08809761,11.74367076,0.706763683,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,8.4,8.7,700,50,0.2,0.9,0.092316,0.119047619,70.56,3130.640838,90.99181074,11.74367076,0.715278909,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,8.5,11.6,700,50,0.2,0.9,0.094527083,0.117647059,72.25,3121.377183,89.92131885,11.74367076,0.723794134,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,8.6,12.2,700,50,0.2,0.9,0.096764333,0.11627907,73.96,3113.732801,88.87572212,11.74367076,0.732309359,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,8.6,9.7,700,50,0.2,0.9,0.096764333,0.11627907,73.96,3113.732801,88.87572212,11.74367076,0.732309359,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,8.7,11.5,700,50,0.2,0.9,0.09902775,0.114942529,75.69,3104.622248,87.85416209,11.74367076,0.740824584,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,8.8,9.5,700,50,0.2,0.9,0.101317333,0.113636364,77.44,3094.186563,86.85581934,11.74367076,0.749339809,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,8.8,8.8,700,50,0.2,0.9,0.101317333,0.113636364,77.44,3094.186563,86.85581934,11.74367076,0.749339809,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9,10.6,700,50,0.2,0.9,0.105975,0.111111111,81,3073.73221,84.92569002,11.74367076,0.766370259,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9,9.5,700,50,0.2,0.9,0.105975,0.111111111,81,3073.73221,84.92569002,11.74367076,0.766370259,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.1,10.6,700,50,0.2,0.9,0.108343083,0.10989011,82.81,3064.523048,83.99244068,11.74367076,0.774885484,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.2,12.5,700,50,0.2,0.9,0.110737333,0.108695652,84.64,3056.660697,83.07947937,11.74367076,0.783400709,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.3,10.2,700,50,0.2,0.9,0.11315775,0.107526882,86.49,3045.231765,82.18615163,11.74367076,0.791915934,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.3,9.4,700,50,0.2,0.9,0.11315775,0.107526882,86.49,3045.231765,82.18615163,11.74367076,0.791915934,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.4,12.3,700,50,0.2,0.9,0.115604333,0.106382979,88.36,3036.330231,81.31183087,11.74367076,0.80043116,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.4,11.7,700,50,0.2,0.9,0.115604333,0.106382979,88.36,3036.330231,81.31183087,11.74367076,0.80043116,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.5,11,700,50,0.2,0.9,0.118077083,0.105263158,90.25,3025.585216,80.45591686,11.74367076,0.808946385,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.5,10.5,700,50,0.2,0.9,0.118077083,0.105263158,90.25,3025.585216,80.45591686,11.74367076,0.808946385,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.5,12.1,700,50,0.2,0.9,0.118077083,0.105263158,90.25,3025.585216,80.45591686,11.74367076,0.808946385,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.5,6.6,700,50,0.2,0.9,0.118077083,0.105263158,90.25,3025.585216,80.45591686,11.74367076,0.808946385,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.5,10.7,700,50,0.2,0.9,0.118077083,0.105263158,90.25,3025.585216,80.45591686,11.74367076,0.808946385,1,柞树,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
11,9.6,12.7,700,50,0.2,0.9,0.120576,0.104166667,92.16,3016.542016,79.61783439,11.74367076,0.81746161,1,红松,复林层主,西坡,下坡,暗棕壤,中,中,完整结构,
